
Параметры:	Период: 01.04.2016 - 27.08.2017
Отбор:	Направление В списке "Автосервис; АТП; Дуговая сварка.; ЗЧ и РМ; Компрессорное; Металлообработка; Насосное; НГО; Подготовка поверхности; Сварочное;..."
	
Направление	Заказ.Дата.Конец дня	Организация	Канал сбыта	Количество заказов	Сумма Руб.
Подготовка поверхности	07.07.2017 23:59:59	PУТЕКТОР	Розница	8	1 768 412,82
Сварочное	07.07.2017 23:59:59	PУТЕКТОР	Дилер	3	82 331,21
Сварочное	07.07.2017 23:59:59	PУТЕКТОР	КПК	3	2 476 672,96
Сварочное	07.07.2017 23:59:59	PУТЕКТОР	Розница	5	973 417,86
Химическое	07.07.2017 23:59:59	PУТЕКТОР	Дилер	3	768 784,73
Химическое	07.07.2017 23:59:59	PУТЕКТОР	Розница	1	202 599,04
Автосервис	10.07.2017 23:59:59	PУТЕКТОР	Розница	1	14 500,00
Дуговая сварка.	10.07.2017 23:59:59	PУТЕКТОР	Дилер	1	40 500,00
Дуговая сварка.	10.07.2017 23:59:59	PУТЕКТОР	Розница	1	404 071,64
ЗЧ и РМ	10.07.2017 23:59:59	PУТЕКТОР	Дилер	15	373 748,36
ЗЧ и РМ	10.07.2017 23:59:59	PУТЕКТОР	КПК	5	1 232 117,95
ЗЧ и РМ	10.07.2017 23:59:59	PУТЕКТОР	Розница	27	674 528,96
Компрессорное	10.07.2017 23:59:59	PУТЕКТОР	Дилер	1	40 334,00
Компрессорное	10.07.2017 23:59:59	PУТЕКТОР	Розница	8	737 727,80
Насосное	10.07.2017 23:59:59	PУТЕКТОР	Дилер	16	2 743 836,61
Насосное	10.07.2017 23:59:59	PУТЕКТОР	Розница	13	1 391 082,33
Подготовка поверхности	10.07.2017 23:59:59	PУТЕКТОР	Дилер	2	41 760,00
Подготовка поверхности	10.07.2017 23:59:59	PУТЕКТОР	Розница	3	111 875,07
Сварочное	10.07.2017 23:59:59	PУТЕКТОР	Дилер	2	3 164 748,63
Сварочное	10.07.2017 23:59:59	PУТЕКТОР	Розница	6	1 772 248,78
Химическое	10.07.2017 23:59:59	PУТЕКТОР	Розница	1	37 882,24
ЗЧ и РМ	10.07.2017 23:59:59	Рутектор	Розница	1	274 445,15
Дуговая сварка.	11.07.2017 23:59:59	PУТЕКТОР	Дилер	2	6 858,87
Дуговая сварка.	11.07.2017 23:59:59	PУТЕКТОР	Розница	3	18 740,59
ЗЧ и РМ	11.07.2017 23:59:59	PУТЕКТОР	Дилер	8	676 023,67
ЗЧ и РМ	11.07.2017 23:59:59	PУТЕКТОР	КПК	2	106 164,95
ЗЧ и РМ	11.07.2017 23:59:59	PУТЕКТОР	Розница	25	695 519,89
Компрессорное	11.07.2017 23:59:59	PУТЕКТОР	Дилер	4	203 449,05
Компрессорное	11.07.2017 23:59:59	PУТЕКТОР	Розница	8	1 119 528,31
Насосное	11.07.2017 23:59:59	PУТЕКТОР	Дилер	17	1 058 071,79
Насосное	11.07.2017 23:59:59	PУТЕКТОР	Розница	19	1 647 427,42
Подготовка поверхности	11.07.2017 23:59:59	PУТЕКТОР	Дилер	4	320 826,72
Подготовка поверхности	11.07.2017 23:59:59	PУТЕКТОР	КПК	1	59 263,12
Подготовка поверхности	11.07.2017 23:59:59	PУТЕКТОР	Розница	2	56 573,48
Сварочное	11.07.2017 23:59:59	PУТЕКТОР	Дилер	3	48 678,02
Сварочное	11.07.2017 23:59:59	PУТЕКТОР	Розница	7	1 049 609,22
Химическое	11.07.2017 23:59:59	PУТЕКТОР	Розница	3	352 174,30
ЗЧ и РМ	11.07.2017 23:59:59	Рутектор	Розница	1	300 641,48
Дуговая сварка.	12.07.2017 23:59:59	PУТЕКТОР	Дилер	1	8 027,28
Дуговая сварка.	12.07.2017 23:59:59	PУТЕКТОР	Розница	1	629,00
ЗЧ и РМ	12.07.2017 23:59:59	PУТЕКТОР	Дилер	13	437 351,46
ЗЧ и РМ	12.07.2017 23:59:59	PУТЕКТОР	КПК	2	203 399,14
ЗЧ и РМ	12.07.2017 23:59:59	PУТЕКТОР	Розница	25	702 496,82
Компрессорное	12.07.2017 23:59:59	PУТЕКТОР	Дилер	9	1 642 798,34
Компрессорное	12.07.2017 23:59:59	PУТЕКТОР	Розница	7	1 185 263,72
Насосное	12.07.2017 23:59:59	PУТЕКТОР	Дилер	18	1 755 710,79
Насосное	12.07.2017 23:59:59	PУТЕКТОР	Розница	15	1 296 542,28
НГО	12.07.2017 23:59:59	PУТЕКТОР	КПК	1	1 858 634,82
Подготовка поверхности	12.07.2017 23:59:59	PУТЕКТОР	Дилер	1	21 300,00
Подготовка поверхности	12.07.2017 23:59:59	PУТЕКТОР	Розница	4	250 468,17
Сварочное	12.07.2017 23:59:59	PУТЕКТОР	Дилер	3	365 356,17
Сварочное	12.07.2017 23:59:59	PУТЕКТОР	Розница	10	1 207 504,53
Химическое	12.07.2017 23:59:59	PУТЕКТОР	Дилер	1	197 914,00
Химическое	12.07.2017 23:59:59	PУТЕКТОР	Розница	2	366 252,32
Дуговая сварка.	13.07.2017 23:59:59	PУТЕКТОР	Дилер	1	117 230,59
Дуговая сварка.	13.07.2017 23:59:59	PУТЕКТОР	Розница	2	9 710,00
ЗЧ и РМ	13.07.2017 23:59:59	PУТЕКТОР	Дилер	12	236 353,86
ЗЧ и РМ	13.07.2017 23:59:59	PУТЕКТОР	КПК	3	543 925,20
ЗЧ и РМ	13.07.2017 23:59:59	PУТЕКТОР	Розница	28	1 315 207,27
Компрессорное	13.07.2017 23:59:59	PУТЕКТОР	Дилер	5	220 287,30
Компрессорное	13.07.2017 23:59:59	PУТЕКТОР	Розница	2	125 930,00
Насосное	13.07.2017 23:59:59	PУТЕКТОР	Дилер	21	1 234 242,74
Насосное	13.07.2017 23:59:59	PУТЕКТОР	Розница	6	612 001,73
Подготовка поверхности	13.07.2017 23:59:59	PУТЕКТОР	Дилер	3	138 214,79
Подготовка поверхности	13.07.2017 23:59:59	PУТЕКТОР	Розница	4	308 424,02
Сварочное	13.07.2017 23:59:59	PУТЕКТОР	Дилер	5	375 235,11
Сварочное	13.07.2017 23:59:59	PУТЕКТОР	Розница	3	570 584,88
Химическое	13.07.2017 23:59:59	PУТЕКТОР	Розница	2	660 870,77
Автосервис	14.07.2017 23:59:59	PУТЕКТОР	Розница	1	14 500,00
АТП	14.07.2017 23:59:59	PУТЕКТОР	Розница	1	41 659,94
Дуговая сварка.	14.07.2017 23:59:59	PУТЕКТОР	Розница	3	141 285,36
ЗЧ и РМ	14.07.2017 23:59:59	PУТЕКТОР	Дилер	8	250 877,42
ЗЧ и РМ	14.07.2017 23:59:59	PУТЕКТОР	КПК	5	551 351,74
ЗЧ и РМ	14.07.2017 23:59:59	PУТЕКТОР	Розница	18	155 930,13
Компрессорное	14.07.2017 23:59:59	PУТЕКТОР	Дилер	4	899 909,29
Компрессорное	14.07.2017 23:59:59	PУТЕКТОР	Розница	9	281 929,11
Металлообработка	14.07.2017 23:59:59	PУТЕКТОР	Розница	1	343 381,36
Насосное	14.07.2017 23:59:59	PУТЕКТОР	Дилер	14	1 540 825,48
Насосное	14.07.2017 23:59:59	PУТЕКТОР	КПК	1	8 065,00
Насосное	14.07.2017 23:59:59	PУТЕКТОР	Розница	11	1 205 847,85
Подготовка поверхности	14.07.2017 23:59:59	PУТЕКТОР	Розница	1	213 873,20
Сварочное	14.07.2017 23:59:59	PУТЕКТОР	Дилер	5	445 990,46
Сварочное	14.07.2017 23:59:59	PУТЕКТОР	Розница	7	1 441 163,02
Химическое	14.07.2017 23:59:59	PУТЕКТОР	Розница	3	378 911,97
Автосервис	17.07.2017 23:59:59	PУТЕКТОР	Розница	1	28 500,00
Дуговая сварка.	17.07.2017 23:59:59	PУТЕКТОР	Дилер	2	113 885,05
Дуговая сварка.	17.07.2017 23:59:59	PУТЕКТОР	КПК	2	374 396,90
Дуговая сварка.	17.07.2017 23:59:59	PУТЕКТОР	Розница	1	12 492,00
ЗЧ и РМ	17.07.2017 23:59:59	PУТЕКТОР	Дилер	17	517 584,88
ЗЧ и РМ	17.07.2017 23:59:59	PУТЕКТОР	КПК	3	2 579 987,53
ЗЧ и РМ	17.07.2017 23:59:59	PУТЕКТОР	Розница	28	1 243 317,36
Комплексные поставки	17.07.2017 23:59:59	PУТЕКТОР	КПК	2	938 244,60
Компрессорное	17.07.2017 23:59:59	PУТЕКТОР	Дилер	2	402 304,83
Компрессорное	17.07.2017 23:59:59	PУТЕКТОР	Розница	4	73 514,93
Насосное	17.07.2017 23:59:59	PУТЕКТОР	Дилер	11	955 858,23
Насосное	17.07.2017 23:59:59	PУТЕКТОР	КПК	1	909 940,47
Насосное	17.07.2017 23:59:59	PУТЕКТОР	Розница	16	3 585 490,18
Подготовка поверхности	17.07.2017 23:59:59	PУТЕКТОР	Дилер	3	157 257,00
Подготовка поверхности	17.07.2017 23:59:59	PУТЕКТОР	Розница	3	57 905,00
Сварочное	17.07.2017 23:59:59	PУТЕКТОР	Дилер	2	2 759 240,86
Сварочное	17.07.2017 23:59:59	PУТЕКТОР	Розница	8	261 607,22
Дуговая сварка.	18.07.2017 23:59:59	PУТЕКТОР	Дилер	2	65 949,08
Дуговая сварка.	18.07.2017 23:59:59	PУТЕКТОР	Розница	2	19 339,32
ЗЧ и РМ	18.07.2017 23:59:59	PУТЕКТОР	Дилер	15	908 597,21
ЗЧ и РМ	18.07.2017 23:59:59	PУТЕКТОР	КПК	1	16 360,00
ЗЧ и РМ	18.07.2017 23:59:59	PУТЕКТОР	Розница	22	226 008,12
Компрессорное	18.07.2017 23:59:59	PУТЕКТОР	Дилер	4	144 113,38
Компрессорное	18.07.2017 23:59:59	PУТЕКТОР	Розница	6	473 557,46
Металлообработка	18.07.2017 23:59:59	PУТЕКТОР	Розница	1	52 000,00
Насосное	18.07.2017 23:59:59	PУТЕКТОР	Дилер	26	2 024 915,71
Насосное	18.07.2017 23:59:59	PУТЕКТОР	Розница	10	1 420 756,58
Подготовка поверхности	18.07.2017 23:59:59	PУТЕКТОР	Дилер	1	34 080,00
Подготовка поверхности	18.07.2017 23:59:59	PУТЕКТОР	Розница	3	82 260,00
Сварочное	18.07.2017 23:59:59	PУТЕКТОР	Дилер	4	384 846,74
Сварочное	18.07.2017 23:59:59	PУТЕКТОР	Розница	4	315 450,27
Химическое	18.07.2017 23:59:59	PУТЕКТОР	Розница	3	1 103 544,46
ЗЧ и РМ	18.07.2017 23:59:59	Рутектор	Розница	2	2 731 840,00
АТП	19.07.2017 23:59:59	PУТЕКТОР	Розница	1	3 734,68
Дуговая сварка.	19.07.2017 23:59:59	PУТЕКТОР	Розница	3	1 201 000,74
ЗЧ и РМ	19.07.2017 23:59:59	PУТЕКТОР	Дилер	13	338 616,51
ЗЧ и РМ	19.07.2017 23:59:59	PУТЕКТОР	Розница	25	383 650,12
Компрессорное	19.07.2017 23:59:59	PУТЕКТОР	Дилер	7	955 974,40
Компрессорное	19.07.2017 23:59:59	PУТЕКТОР	Розница	6	452 808,05
Насосное	19.07.2017 23:59:59	PУТЕКТОР	Дилер	16	879 070,58
Насосное	19.07.2017 23:59:59	PУТЕКТОР	Розница	13	1 009 116,11
Подготовка поверхности	19.07.2017 23:59:59	PУТЕКТОР	Дилер	2	34 960,00
Подготовка поверхности	19.07.2017 23:59:59	PУТЕКТОР	КПК	1	1 067 000,00
Подготовка поверхности	19.07.2017 23:59:59	PУТЕКТОР	Розница	2	79 644,88
Сварочное	19.07.2017 23:59:59	PУТЕКТОР	Дилер	1	109 834,58
Сварочное	19.07.2017 23:59:59	PУТЕКТОР	Розница	7	1 617 513,08
Химическое	19.07.2017 23:59:59	PУТЕКТОР	Дилер	1	109 783,28
Химическое	19.07.2017 23:59:59	PУТЕКТОР	Розница	2	122 412,12
Автосервис	20.07.2017 23:59:59	PУТЕКТОР	Розница	2	453 849,70
Дуговая сварка.	20.07.2017 23:59:59	PУТЕКТОР	Розница	8	275 966,76
ЗЧ и РМ	20.07.2017 23:59:59	PУТЕКТОР	Дилер	20	662 715,82
ЗЧ и РМ	20.07.2017 23:59:59	PУТЕКТОР	КПК	2	522 790,86
ЗЧ и РМ	20.07.2017 23:59:59	PУТЕКТОР	Розница	29	3 287 425,98
Компрессорное	20.07.2017 23:59:59	PУТЕКТОР	Дилер	4	1 474 227,97
Компрессорное	20.07.2017 23:59:59	PУТЕКТОР	Розница	9	469 053,04
Металлообработка	20.07.2017 23:59:59	PУТЕКТОР	Розница	1	78 517,63
Насосное	20.07.2017 23:59:59	PУТЕКТОР	Дилер	18	2 285 057,64
Насосное	20.07.2017 23:59:59	PУТЕКТОР	Розница	13	1 048 628,32
Подготовка поверхности	20.07.2017 23:59:59	PУТЕКТОР	Дилер	2	285 750,55
Подготовка поверхности	20.07.2017 23:59:59	PУТЕКТОР	Розница	1	112 828,14
Сварочное	20.07.2017 23:59:59	PУТЕКТОР	Дилер	2	296 055,84
Сварочное	20.07.2017 23:59:59	PУТЕКТОР	Розница	8	1 002 076,35
Химическое	20.07.2017 23:59:59	PУТЕКТОР	КПК	1	187 896,10
Химическое	20.07.2017 23:59:59	PУТЕКТОР	Розница	2	332 519,03
Дуговая сварка.	21.07.2017 23:59:59	PУТЕКТОР	Розница	1	45 552,84
ЗЧ и РМ	21.07.2017 23:59:59	PУТЕКТОР	Дилер	12	255 480,74
ЗЧ и РМ	21.07.2017 23:59:59	PУТЕКТОР	Розница	18	1 036 540,08
Компрессорное	21.07.2017 23:59:59	PУТЕКТОР	Дилер	1	57 600,00
Компрессорное	21.07.2017 23:59:59	PУТЕКТОР	Розница	9	934 702,55
Насосное	21.07.2017 23:59:59	PУТЕКТОР	Дилер	9	311 316,60
Насосное	21.07.2017 23:59:59	PУТЕКТОР	Розница	13	2 677 774,06
Подготовка поверхности	21.07.2017 23:59:59	PУТЕКТОР	Дилер	1	20 862,00
Подготовка поверхности	21.07.2017 23:59:59	PУТЕКТОР	Розница	3	148 445,76
Сварочное	21.07.2017 23:59:59	PУТЕКТОР	Дилер	4	476 535,93
Сварочное	21.07.2017 23:59:59	PУТЕКТОР	Розница	3	377 328,05
Химическое	21.07.2017 23:59:59	PУТЕКТОР	Дилер	1	13 199,52
Автосервис	24.07.2017 23:59:59	PУТЕКТОР	Розница	2	39 885,97
Дуговая сварка.	24.07.2017 23:59:59	PУТЕКТОР	Розница	3	44 384,46
ЗЧ и РМ	24.07.2017 23:59:59	PУТЕКТОР	Дилер	15	231 706,22
ЗЧ и РМ	24.07.2017 23:59:59	PУТЕКТОР	КПК	4	734 029,77
ЗЧ и РМ	24.07.2017 23:59:59	PУТЕКТОР	Розница	33	1 618 492,79
Комплексные поставки	24.07.2017 23:59:59	PУТЕКТОР	КПК	1	4 838,00
Компрессорное	24.07.2017 23:59:59	PУТЕКТОР	Дилер	3	124 025,99
Компрессорное	24.07.2017 23:59:59	PУТЕКТОР	КПК	1	196 374,18
Компрессорное	24.07.2017 23:59:59	PУТЕКТОР	Розница	10	1 665 501,33
Насосное	24.07.2017 23:59:59	PУТЕКТОР	Дилер	13	895 003,21
Насосное	24.07.2017 23:59:59	PУТЕКТОР	Розница	12	797 810,89
НГО	24.07.2017 23:59:59	PУТЕКТОР	Розница	1	7 941,74
Подготовка поверхности	24.07.2017 23:59:59	PУТЕКТОР	Дилер	1	70 000,00
Подготовка поверхности	24.07.2017 23:59:59	PУТЕКТОР	Розница	6	340 543,22
Сварочное	24.07.2017 23:59:59	PУТЕКТОР	Дилер	2	298 938,49
Сварочное	24.07.2017 23:59:59	PУТЕКТОР	Розница	8	1 218 656,10
Химическое	24.07.2017 23:59:59	PУТЕКТОР	Розница	2	82 739,65
Дуговая сварка.	25.07.2017 23:59:59	PУТЕКТОР	Дилер	2	46 497,00
Дуговая сварка.	25.07.2017 23:59:59	PУТЕКТОР	КПК	1	354 659,07
Дуговая сварка.	25.07.2017 23:59:59	PУТЕКТОР	Розница	1	224 952,70
ЗЧ и РМ	25.07.2017 23:59:59	PУТЕКТОР	Дилер	11	448 248,08
ЗЧ и РМ	25.07.2017 23:59:59	PУТЕКТОР	Розница	25	652 365,75
Компрессорное	25.07.2017 23:59:59	PУТЕКТОР	Дилер	6	1 595 261,39
Компрессорное	25.07.2017 23:59:59	PУТЕКТОР	Розница	5	919 623,03
Насосное	25.07.2017 23:59:59	PУТЕКТОР	Дилер	16	1 369 112,30
Насосное	25.07.2017 23:59:59	PУТЕКТОР	КПК	1	18 832 277,15
Насосное	25.07.2017 23:59:59	PУТЕКТОР	Розница	4	575 653,21
НГО	25.07.2017 23:59:59	PУТЕКТОР	КПК	1	550 439,68
НГО	25.07.2017 23:59:59	PУТЕКТОР	Розница	1	2 126 710,57
Подготовка поверхности	25.07.2017 23:59:59	PУТЕКТОР	Дилер	2	178 000,00
Подготовка поверхности	25.07.2017 23:59:59	PУТЕКТОР	Розница	3	990 415,58
Сварочное	25.07.2017 23:59:59	PУТЕКТОР	Дилер	6	3 242 732,07
Сварочное	25.07.2017 23:59:59	PУТЕКТОР	КПК	3	10 819 988,71
Сварочное	25.07.2017 23:59:59	PУТЕКТОР	Розница	5	435 146,13
Химическое	25.07.2017 23:59:59	PУТЕКТОР	КПК	1	38 381,92
Химическое	25.07.2017 23:59:59	PУТЕКТОР	Розница	4	240 319,93
Автосервис	26.07.2017 23:59:59	PУТЕКТОР	Розница	1	40 200,00
Дуговая сварка.	26.07.2017 23:59:59	PУТЕКТОР	Розница	1	8 968 164,19
ЗЧ и РМ	26.07.2017 23:59:59	PУТЕКТОР	Дилер	12	347 886,72
ЗЧ и РМ	26.07.2017 23:59:59	PУТЕКТОР	КПК	2	404 242,95
ЗЧ и РМ	26.07.2017 23:59:59	PУТЕКТОР	Розница	13	428 880,41
Компрессорное	26.07.2017 23:59:59	PУТЕКТОР	Дилер	4	135 570,06
Компрессорное	26.07.2017 23:59:59	PУТЕКТОР	КПК	1	158 100,00
Компрессорное	26.07.2017 23:59:59	PУТЕКТОР	Розница	6	724 657,65
Насосное	26.07.2017 23:59:59	PУТЕКТОР	Дилер	17	1 058 892,02
Насосное	26.07.2017 23:59:59	PУТЕКТОР	КПК	1	36 891,52
Насосное	26.07.2017 23:59:59	PУТЕКТОР	Розница	12	893 840,48
Подготовка поверхности	26.07.2017 23:59:59	PУТЕКТОР	Дилер	3	134 857,00
Подготовка поверхности	26.07.2017 23:59:59	PУТЕКТОР	КПК	1	72 750,00
Подготовка поверхности	26.07.2017 23:59:59	PУТЕКТОР	Розница	2	1 248 234,81
Сварочное	26.07.2017 23:59:59	PУТЕКТОР	Дилер	6	1 561 414,57
Сварочное	26.07.2017 23:59:59	PУТЕКТОР	Розница	6	397 646,59
Химическое	26.07.2017 23:59:59	PУТЕКТОР	Дилер	2	122 526,51
Автосервис	27.07.2017 23:59:59	PУТЕКТОР	Розница	3	408 402,00
Дуговая сварка.	27.07.2017 23:59:59	PУТЕКТОР	Дилер	1	4 478,40
Дуговая сварка.	27.07.2017 23:59:59	PУТЕКТОР	Розница	4	2 097 247,36
ЗЧ и РМ	27.07.2017 23:59:59	PУТЕКТОР	Дилер	14	75 938,73
ЗЧ и РМ	27.07.2017 23:59:59	PУТЕКТОР	КПК	1	186 539,00
ЗЧ и РМ	27.07.2017 23:59:59	PУТЕКТОР	Розница	21	1 524 404,86
Комплексные поставки	27.07.2017 23:59:59	PУТЕКТОР	КПК	1	54 518,42
Компрессорное	27.07.2017 23:59:59	PУТЕКТОР	Дилер	5	220 780,04
Компрессорное	27.07.2017 23:59:59	PУТЕКТОР	Розница	5	367 113,57
Насосное	27.07.2017 23:59:59	PУТЕКТОР	Дилер	17	976 354,52
Насосное	27.07.2017 23:59:59	PУТЕКТОР	КПК	2	172 974,00
Насосное	27.07.2017 23:59:59	PУТЕКТОР	Розница	16	1 085 674,18
Подготовка поверхности	27.07.2017 23:59:59	PУТЕКТОР	Дилер	2	78 220,00
Подготовка поверхности	27.07.2017 23:59:59	PУТЕКТОР	Розница	2	65 700,00
Сварочное	27.07.2017 23:59:59	PУТЕКТОР	Дилер	4	154 567,73
Сварочное	27.07.2017 23:59:59	PУТЕКТОР	Розница	8	1 782 666,41
Химическое	27.07.2017 23:59:59	PУТЕКТОР	Дилер	1	84 802,51
Химическое	27.07.2017 23:59:59	PУТЕКТОР	Розница	4	704 064,98
Дуговая сварка.	28.07.2017 23:59:59	PУТЕКТОР	Дилер	1	108 569,70
Дуговая сварка.	28.07.2017 23:59:59	PУТЕКТОР	Розница	2	203 762,50
ЗЧ и РМ	28.07.2017 23:59:59	PУТЕКТОР	Дилер	10	197 734,05
ЗЧ и РМ	28.07.2017 23:59:59	PУТЕКТОР	КПК	1	1 666 523,97
ЗЧ и РМ	28.07.2017 23:59:59	PУТЕКТОР	Розница	21	450 276,22
Компрессорное	28.07.2017 23:59:59	PУТЕКТОР	Дилер	2	117 585,00
Компрессорное	28.07.2017 23:59:59	PУТЕКТОР	Розница	7	616 916,27
Насосное	28.07.2017 23:59:59	PУТЕКТОР	Дилер	6	304 006,99
Насосное	28.07.2017 23:59:59	PУТЕКТОР	Розница	12	871 420,25
Подготовка поверхности	28.07.2017 23:59:59	PУТЕКТОР	Дилер	1	341 014,55
Подготовка поверхности	28.07.2017 23:59:59	PУТЕКТОР	КПК	1	3 553 000,00
Подготовка поверхности	28.07.2017 23:59:59	PУТЕКТОР	Розница	3	1 607 323,00
Сварочное	28.07.2017 23:59:59	PУТЕКТОР	Дилер	2	180 184,61
Сварочное	28.07.2017 23:59:59	PУТЕКТОР	Розница	4	3 973 506,81
Химическое	28.07.2017 23:59:59	PУТЕКТОР	Дилер	2	179 463,83
Химическое	28.07.2017 23:59:59	PУТЕКТОР	КПК	1	160 772,29
Химическое	28.07.2017 23:59:59	PУТЕКТОР	Розница	1	30 419,01
Автосервис	31.07.2017 23:59:59	PУТЕКТОР	Розница	1	14 230,00
Дуговая сварка.	31.07.2017 23:59:59	PУТЕКТОР	Дилер	3	242 239,49
Дуговая сварка.	31.07.2017 23:59:59	PУТЕКТОР	Розница	2	259 029,68
ЗЧ и РМ	31.07.2017 23:59:59	PУТЕКТОР	Дилер	20	412 496,50
ЗЧ и РМ	31.07.2017 23:59:59	PУТЕКТОР	КПК	3	462 164,37
ЗЧ и РМ	31.07.2017 23:59:59	PУТЕКТОР	Розница	36	583 477,19
Компрессорное	31.07.2017 23:59:59	PУТЕКТОР	Дилер	2	75 999,41
Компрессорное	31.07.2017 23:59:59	PУТЕКТОР	Розница	7	584 668,00
Насосное	31.07.2017 23:59:59	PУТЕКТОР	Дилер	17	1 555 272,12
Насосное	31.07.2017 23:59:59	PУТЕКТОР	Розница	13	3 005 361,63
Подготовка поверхности	31.07.2017 23:59:59	PУТЕКТОР	Дилер	5	286 105,05
Подготовка поверхности	31.07.2017 23:59:59	PУТЕКТОР	Розница	7	513 720,54
Сварочное	31.07.2017 23:59:59	PУТЕКТОР	Дилер	3	115 963,04
Сварочное	31.07.2017 23:59:59	PУТЕКТОР	Розница	3	125 114,95
Химическое	31.07.2017 23:59:59	PУТЕКТОР	Дилер	1	23 993,58
Химическое	31.07.2017 23:59:59	PУТЕКТОР	КПК	1	3 335,48
Химическое	31.07.2017 23:59:59	PУТЕКТОР	Розница	2	32 946,50
ЗЧ и РМ	31.07.2017 23:59:59	Рутектор	Розница	1	680 520,00
Автосервис	01.08.2017 23:59:59	PУТЕКТОР	Розница	1	10 000,00
Дуговая сварка.	01.08.2017 23:59:59	PУТЕКТОР	Дилер	1	348 727,52
Дуговая сварка.	01.08.2017 23:59:59	PУТЕКТОР	Розница	2	25 338,76
ЗЧ и РМ	01.08.2017 23:59:59	PУТЕКТОР	Дилер	15	468 398,35
ЗЧ и РМ	01.08.2017 23:59:59	PУТЕКТОР	КПК	1	28 134,15
ЗЧ и РМ	01.08.2017 23:59:59	PУТЕКТОР	Розница	25	579 430,25
Компрессорное	01.08.2017 23:59:59	PУТЕКТОР	Дилер	8	1 027 620,87
Компрессорное	01.08.2017 23:59:59	PУТЕКТОР	Розница	7	885 015,41
Насосное	01.08.2017 23:59:59	PУТЕКТОР	Дилер	16	798 983,61
Насосное	01.08.2017 23:59:59	PУТЕКТОР	Розница	13	1 017 797,40
НГО	01.08.2017 23:59:59	PУТЕКТОР	КПК	2	2 443 872,97
Подготовка поверхности	01.08.2017 23:59:59	PУТЕКТОР	Дилер	5	206 410,00
Подготовка поверхности	01.08.2017 23:59:59	PУТЕКТОР	Розница	3	569 177,94
Сварочное	01.08.2017 23:59:59	PУТЕКТОР	Дилер	2	167 889,28
Сварочное	01.08.2017 23:59:59	PУТЕКТОР	Розница	7	394 548,29
Химическое	01.08.2017 23:59:59	PУТЕКТОР	Дилер	1	190 383,73
Автосервис	02.08.2017 23:59:59	PУТЕКТОР	Розница	1	22 440,00
Дуговая сварка.	02.08.2017 23:59:59	PУТЕКТОР	Дилер	1	412 095,42
Дуговая сварка.	02.08.2017 23:59:59	PУТЕКТОР	КПК	1	48 015,00
Дуговая сварка.	02.08.2017 23:59:59	PУТЕКТОР	Розница	3	68 975,58
ЗЧ и РМ	02.08.2017 23:59:59	PУТЕКТОР	Дилер	16	575 747,12
ЗЧ и РМ	02.08.2017 23:59:59	PУТЕКТОР	КПК	5	841 029,86
ЗЧ и РМ	02.08.2017 23:59:59	PУТЕКТОР	Розница	17	287 371,20
Компрессорное	02.08.2017 23:59:59	PУТЕКТОР	Дилер	3	125 010,00
Компрессорное	02.08.2017 23:59:59	PУТЕКТОР	Розница	2	385 500,00
Насосное	02.08.2017 23:59:59	PУТЕКТОР	Дилер	9	532 281,24
Насосное	02.08.2017 23:59:59	PУТЕКТОР	Розница	17	2 222 194,19
Подготовка поверхности	02.08.2017 23:59:59	PУТЕКТОР	Розница	2	35 249,92
Сварочное	02.08.2017 23:59:59	PУТЕКТОР	Дилер	4	706 252,03
Сварочное	02.08.2017 23:59:59	PУТЕКТОР	Розница	3	1 045 718,83
Химическое	02.08.2017 23:59:59	PУТЕКТОР	Дилер	1	24 685,22
Химическое	02.08.2017 23:59:59	PУТЕКТОР	Розница	2	236 125,13
Компрессорное	02.08.2017 23:59:59	Рутектор	КПК	1	145 500,00
Подготовка поверхности	02.08.2017 23:59:59	Рутектор	КПК	1	330 000,00
АТП	03.08.2017 23:59:59	PУТЕКТОР	Розница	1	50 395,68
Дуговая сварка.	03.08.2017 23:59:59	PУТЕКТОР	Дилер	1	136 362,59
Дуговая сварка.	03.08.2017 23:59:59	PУТЕКТОР	КПК	1	531 835,44
Дуговая сварка.	03.08.2017 23:59:59	PУТЕКТОР	Розница	3	207 586,32
ЗЧ и РМ	03.08.2017 23:59:59	PУТЕКТОР	Дилер	12	158 629,13
ЗЧ и РМ	03.08.2017 23:59:59	PУТЕКТОР	КПК	3	396 759,02
ЗЧ и РМ	03.08.2017 23:59:59	PУТЕКТОР	Розница	24	556 530,12
Компрессорное	03.08.2017 23:59:59	PУТЕКТОР	Дилер	2	74 516,18
Компрессорное	03.08.2017 23:59:59	PУТЕКТОР	КПК	1	158 000,00
Компрессорное	03.08.2017 23:59:59	PУТЕКТОР	Розница	3	175 350,00
Насосное	03.08.2017 23:59:59	PУТЕКТОР	Дилер	16	684 779,58
Насосное	03.08.2017 23:59:59	PУТЕКТОР	Розница	6	974 125,12
Подготовка поверхности	03.08.2017 23:59:59	PУТЕКТОР	Дилер	1	19 520,00
Подготовка поверхности	03.08.2017 23:59:59	PУТЕКТОР	Розница	3	426 784,30
Сварочное	03.08.2017 23:59:59	PУТЕКТОР	Дилер	3	162 936,47
Сварочное	03.08.2017 23:59:59	PУТЕКТОР	Розница	8	668 229,39
Химическое	03.08.2017 23:59:59	PУТЕКТОР	Розница	1	39 439,10
ЗЧ и РМ	03.08.2017 23:59:59	Рутектор	Розница	2	268 456,00
